"id","name","description"
"cpv_34121200-3","34121200-3","Autobus articulés"
"cpv_34121300-4","34121300-4","Autobus à impériale"
"cpv_34121400-5","34121400-5","Autobus à plancher surbaissé"
"cpv_34121500-6","34121500-6","Autocars"
"cpv_34130000-7","34130000-7","Véhicules à moteur servant au transport de marchandises"
"cpv_34131000-4","34131000-4","Camionnettes à espace ouvert à l'arrière (pick-up)"
"cpv_34132000-1","34132000-1","Traîneaux à moteur"
"cpv_34133000-8","34133000-8","Camions articulés"
"cpv_34133100-9","34133100-9","Camions-citernes"
"cpv_34133110-2","34133110-2","Camions-citernes à essence"
"cpv_34134000-5","34134000-5","Camions à carrosserie ouverte et à plate-forme"
"cpv_34134100-6","34134100-6","Camions à carrosserie ouverte"
"cpv_34134200-7","34134200-7","Camions à benne basculante"
"cpv_34136000-9","34136000-9","Fourgons intégrés"
"cpv_34136100-0","34136100-0","Fourgonnettes"
"cpv_34136200-1","34136200-1","Fourgons tôlés"
"cpv_34137000-6","34137000-6","Véhicules d'occasion servant au transport de marchandises"
"cpv_34138000-3","34138000-3","Tracteurs routiers"
"cpv_34139000-0","34139000-0","Châssis"
"cpv_34139100-1","34139100-1","Châssis-cabines"
"cpv_34139200-2","34139200-2","Châssis avec carrosseries"
"cpv_34139300-3","34139300-3","Châssis complets"
"cpv_34140000-0","34140000-0","Poids lourds"
"cpv_34142000-4","34142000-4","Camions-grues et camions à plate-forme élévatrice"
"cpv_34142100-5","34142100-5","Camions à plate-forme élévatrice"
"cpv_34142200-6","34142200-6","Bacs-chargeurs"
"cpv_34142300-7","34142300-7","Tombereaux"
"cpv_34143000-1","34143000-1","Véhicules de service hivernal"
"cpv_34144000-8","34144000-8","Véhicules automobiles à usage spécifique"
"cpv_34144100-9","34144100-9","Tours de forage mobiles"
"cpv_34144200-0","34144200-0","Véhicules des services de secours"
"cpv_34144210-3","34144210-3","Véhicules de lutte contre l'incendie"
"cpv_34144211-0","34144211-0","Camions de lutte contre l'incendie à échelle pivotante"
"cpv_34144212-7","34144212-7","Fourgons pompe-tonne"
"cpv_34144213-4","34144213-4","Véhicules d'incendie"
"cpv_34144220-6","34144220-6","Dépanneuses"
"cpv_34144300-1","34144300-1","Ponts mobiles"
"cpv_34144400-2","34144400-2","Véhicules d'entretien routier"
"cpv_34144410-5","34144410-5","Camions de vidange"
"cpv_34144420-8","34144420-8","Saleuses"
"cpv_34144430-1","34144430-1","Balayeuses"
"cpv_34144431-8","34144431-8","Balayeuses aspiratrices"
"cpv_34144440-4","34144440-4","Gravillonneuses"
"cpv_34144450-7","34144450-7","Arroseuses de voirie"
"cpv_34144500-3","34144500-3","Véhicules pour ordures et eaux usées"
"cpv_34144510-6","34144510-6","Véhicules pour ordures"
"cpv_34144511-3","34144511-3","Bennes à ordures"
"cpv_34144512-0","34144512-0","Véhicules de compactage des ordures ménagères"
"cpv_34144520-9","34144520-9","Camions-citernes pour eaux usées"
"cpv_34144700-5","34144700-5","Véhicules utilitaires"
"cpv_34144710-8","34144710-8","Chargeurs sur roues"
"cpv_34144730-4","34144730-4","Véhicules d'avitaillement"
"cpv_34144740-7","34144740-7","Tracteurs d'avions"
"cpv_34144750-0","34144750-0","Porte-charges"
"cpv_34144751-7","34144751-7","Chariots-cavaliers"
"cpv_34144760-3","34144760-3","Bibliobus"
"cpv_34144800-6","34144800-6","Caravanes résidentielles"
"cpv_34144900-7","34144900-7","Véhicules électriques"
"cpv_34144910-0","34144910-0","Autobus électriques"
"cpv_34150000-3","34150000-3","Simulateurs"
"cpv_34151000-0","34151000-0","Simulateurs de conduite"
"cpv_34152000-7","34152000-7","Simulateurs de formation"
"cpv_34200000-9","34200000-9","Carrosseries, remorques ou semi-remorques de véhicules"
"cpv_34210000-2","34210000-2","Carrosseries de véhicules"
"cpv_34211000-9","34211000-9","Carrosseries d'autobus, carrosseries d'ambulances et carrosseries de véhicules servant au transport de marchandises"
"cpv_34211100-9","34211100-9","Carrosseries d'autobus"
"cpv_34211200-9","34211200-9","Carrosseries d'ambulances"
"cpv_34211300-9","34211300-9","Carrosseries de véhicules servant au transport de marchandises"
"cpv_34220000-5","34220000-5","Remorques, semi-remorques et conteneurs mobiles"
"cpv_34221000-2","34221000-2","Conteneurs mobiles à usage spécifique"
"cpv_34221100-3","34221100-3","Unités mobiles de secours"
"cpv_34221200-4","34221200-4","Unités mobiles d'intervention d'urgence"
"cpv_34221300-5","34221300-5","Unité d'intervention en cas d'accident chimique"
"cpv_34223000-6","34223000-6","Remorques et semi-remorques"
"cpv_34223100-7","34223100-7","Semi-remorques"
"cpv_34223200-8","34223200-8","Avitailleurs"
"cpv_34223300-9","34223300-9","Remorques"
"cpv_34223310-2","34223310-2","Remorques à usage général"
"cpv_34223320-5","34223320-5","Remorques pour le transport de chevaux"
"cpv_34223330-8","34223330-8","Unités mobiles sur remorques"
"cpv_34223340-1","34223340-1","Remorques-citernes"
"cpv_34223350-4","34223350-4","Remorques à échelle pivotante"
"cpv_34223360-7","34223360-7","Remorques d'avitaillement"
"cpv_34223370-0","34223370-0","Remorques à benne basculante"
"cpv_34223400-0","34223400-0","Remorques et semi-remorques de type caravane"
"cpv_34224000-3","34224000-3","Pièces détachées pour remorques, semi-remorques et autres véhicules"
"cpv_34224100-4","34224100-4","Pièces pour remorques et semi-remorques"
"cpv_34224200-5","34224200-5","Pièces pour autres véhicules"
"cpv_34300000-0","34300000-0","Pièces détachées et accessoires pour véhicules et moteurs de véhicules"
"cpv_34310000-3","34310000-3","Moteurs et pièces de moteurs (véhicules)"
"cpv_34311000-0","34311000-0","Moteurs (véhicules)"
"cpv_34311100-1","34311100-1","Moteurs à combustion interne pour véhicules à moteur et motocycles"
"cpv_34311110-4","34311110-4","Moteurs à allumage par étincelles"
"cpv_34311120-7","34311120-7","Moteurs à allumage par compression"
"cpv_34312000-7","34312000-7","Pièces de moteurs"
"cpv_34312100-8","34312100-8","Courroies de ventilateur"
"cpv_34312200-9","34312200-9","Bougies d'allumage"
"cpv_34312300-0","34312300-0","Radiateurs pour véhicules"
"cpv_34312400-1","34312400-1","Pistons"
"cpv_34312500-2","34312500-2","Joints d'étanchéité"
"cpv_34312600-3","34312600-3","Bandes convoyeuses en caoutchouc"
"cpv_34312700-4","34312700-4","Courroies de transmission en caoutchouc"
"cpv_34320000-6","34320000-6","Pièces de rechange mécaniques, excepté moteurs et parties de moteurs"
"cpv_34321000-3","34321000-3","Essieux et boîtes de vitesses"
"cpv_34321100-4","34321100-4","Essieux"
"cpv_34321200-5","34321200-5","Boîtes de vitesses"
"cpv_34322000-0","34322000-0","Freins et pièces de freins"
"cpv_34322100-1","34322100-1","Équipements de freins"
"cpv_34322200-2","34322200-2","Freins à disque"
"cpv_34322300-3","34322300-3","Garnitures de frein"
"cpv_34322400-4","34322400-4","Plaquettes de frein"
"cpv_34322500-5","34322500-5","Mâchoires de frein"
"cpv_34324000-4","34324000-4","Roues, pièces détachées et accessoires"
"cpv_34324100-5","34324100-5","Matériel d'équilibrage des roues"
"cpv_34325000-1","34325000-1","Silencieux et tuyaux d'échappement"
"cpv_34325100-2","34325100-2","Silencieux"
"cpv_34325200-3","34325200-3","Tuyaux d'échappement"
"cpv_34326000-8","34326000-8","Vérins pour véhicules, embrayages et pièces connexes"
"cpv_34326100-9","34326100-9","Embrayages et pièces d'embrayages"
"cpv_34326200-0","34326200-0","Vérins pour véhicules"
"cpv_34327000-5","34327000-5","Volants, colonnes et boîtiers de direction"
"cpv_34327100-6","34327100-6","Volants"
"cpv_34327200-7","34327200-7","Colonnes et boîtiers de direction"
"cpv_34328000-2","34328000-2","Bancs d'essai, kits de conversion de véhicules et ceintures de sécurité"
"cpv_34328100-3","34328100-3","Bancs d'essai"
"cpv_34328200-4","34328200-4","Kits de conversion de véhicules"
"cpv_34328300-5","34328300-5","Ceintures de sécurité"
"cpv_34330000-9","34330000-9","Pièces de rechanges pour poids lourds, camionnettes et automobiles"
"cpv_34350000-5","34350000-5","Pneus pour charges légères et lourdes"
"cpv_34351000-2","34351000-2","Pneus pour charges légères"
"cpv_34351100-3","34351100-3","Pneus pour voitures"
"cpv_34352000-9","34352000-9","Pneus pour fortes charges"
"cpv_34352100-0","34352100-0","Pneus pour camions"
"cpv_34352200-1","34352200-1","Pneus pour autobus"
"cpv_34352300-2","34352300-2","Pneus pour véhicules agricoles"
"cpv_34360000-8","34360000-8","Sièges pour aéronefs civils"
"cpv_34370000-1","34370000-1","Sièges pour véhicules à moteur"
"cpv_34390000-7","34390000-7","Accessoires pour tracteurs"
"cpv_34400000-1","34400000-1","Motos, bicyclettes et side-cars"
"cpv_34410000-4","34410000-4","Motos"
"cpv_34411000-1","34411000-1","Pièces détachées et accessoires pour motos"
"cpv_34411100-2","34411100-2","Side-cars"
"cpv_34411110-5","34411110-5","Pièces détachées et accessoires pour side-cars"
"cpv_34411200-3","34411200-3","Pneus pour motocycles"
"cpv_34420000-7","34420000-7","Scooters et cycles à moteur auxiliaire"
"cpv_34421000-7","34421000-7","Scooters"
"cpv_34422000-7","34422000-7","Cycles à moteur auxiliaire"
"cpv_34430000-0","34430000-0","Bicyclettes"
"cpv_34431000-7","34431000-7","Bicyclettes sans moteur"
"cpv_34432000-4","34432000-4","Pièces détachées et accessoires pour bicyclettes"
"cpv_34432100-5","34432100-5","Pneus pour bicyclettes"
"cpv_34500000-2","34500000-2","Navires et bateaux"
"cpv_34510000-5","34510000-5","Navires"
"cpv_34511100-3","34511100-3","Patrouilleurs maritimes"
"cpv_34512000-9","34512000-9","Navires et bâtiments similaires servant au transport de personnes ou de marchandises"
"cpv_34512100-0","34512100-0","Ferry-boats"
"cpv_34512200-1","34512200-1","Paquebots de croisière"
"cpv_34512300-2","34512300-2","Vraquiers"
"cpv_34512400-3","34512400-3","Cargos"
"cpv_34512500-4","34512500-4","Navires de marchandises"
"cpv_34512600-5","34512600-5","Navires porte-conteneurs"
"cpv_34512700-6","34512700-6","Navires transrouliers"
"cpv_34512800-7","34512800-7","Navires-citernes"
"cpv_34512900-8","34512900-8","Transbordeurs pour voitures"
"cpv_34512950-3","34512950-3","Navires frigorifiques"
"cpv_34513000-6","34513000-6","Navires de pêche, navires de sauvetage et autres navires spécialisés"
"cpv_34513100-7","34513100-7","Navires de pêche"
"cpv_34513150-2","34513150-2","Navires-usines"
"cpv_34513200-8","34513200-8","Remorqueurs"
"cpv_34513250-3","34513250-3","Dragues"
"cpv_34513300-9","34513300-9","Docks de mer flottants"
"cpv_34513350-4","34513350-4","Navires supports de plongée"
"cpv_34513400-0","34513400-0","Grues flottantes"
"cpv_34513450-5","34513450-5","Navires de production"
"cpv_34513500-1","34513500-1","Navires d'exploration sismique"
"cpv_34513550-6","34513550-6","Navires hydrographes"
"cpv_34513600-2","34513600-2","Navires de lutte antipollution"
"cpv_34513650-7","34513650-7","Bateaux de service d'incendie"
"cpv_34513700-3","34513700-3","Bateaux de sauvetage"
"cpv_34513750-8","34513750-8","Bateaux-phares"
"cpv_34514000-3","34514000-3","Plates-formes de forage ou de production, flottantes ou submersibles"
"cpv_34514100-4","34514100-4","Navires de forage"
"cpv_34514200-5","34514200-5","Plates-formes de forage autoélévatrices"
"cpv_34514300-6","34514300-6","Tours de forage pour plates-formes"
"cpv_34514400-7","34514400-7","Plates-formes de forage flottantes"
"cpv_34514500-8","34514500-8","Installation de production flottante"
"cpv_34514600-9","34514600-9","Tours de forage semi-submersibles"
"cpv_34514700-0","34514700-0","Plate-forme mobile"
"cpv_34514800-1","34514800-1","Plate-forme offshore"
"cpv_34514900-2","34514900-2","Plates-formes de forage"
"cpv_34515000-0","34515000-0","Structures flottantes"
"cpv_34515100-1","34515100-1","Bouées de marquage"
"cpv_34515200-2","34515200-2","Radeaux pneumatiques"
"cpv_34516000-7","34516000-7","Défenses d'accostage"
"cpv_34520000-8","34520000-8","Bateaux"
"cpv_34521000-5","34521000-5","Bateaux spécialisés"
"cpv_34521100-6","34521100-6","Vedettes de surveillance"
"cpv_34521200-7","34521200-7","Vedettes de patrouille douanière"
"cpv_34521300-8","34521300-8","Vedettes de patrouille de police"
"cpv_34521400-9","34521400-9","Canots de sauvetage"
"cpv_34522000-2","34522000-2","Bateaux de plaisance et de sport"
"cpv_34522100-3","34522100-3","Bateaux à voile"
"cpv_34522150-8","34522150-8","Catamarans"
"cpv_34522200-4","34522200-4","Embarcations de sauvetage"
"cpv_34522250-9","34522250-9","Petits voiliers"
"cpv_34522300-5","34522300-5","Petites embarcations"
"cpv_34522350-0","34522350-0","Canots en fibres de verre"
"cpv_34522400-6","34522400-6","Canots semi-rigides"
"cpv_34522450-1","34522450-1","Embarcations pneumatiques"
"cpv_34522500-7","34522500-7","Canots pneumatiques"
"cpv_34522550-2","34522550-2","Canoës"
"cpv_34522600-8","34522600-8","Embarcations à rames"
"cpv_34522700-9","34522700-9","Bateaux à pédales"
"cpv_34600000-3","34600000-3","Locomotives et matériel roulant de chemin de fer et de tramway et pièces détachées"
"cpv_34610000-6","34610000-6","Locomotives et tenders de chemin de fer"
"cpv_34611000-3","34611000-3","Locomotives"
"cpv_34612000-0","34612000-0","Tenders de locomotives et funiculaires"
"cpv_34612100-1","34612100-1","Tenders"
"cpv_34612200-2","34612200-2","Funiculaires"
"cpv_34620000-9","34620000-9","Matériel roulant"
"cpv_34621000-6","34621000-6","Véhicules d'entretien ou de services des voies ferrées, et wagons de marchandises"
"cpv_34621100-7","34621100-7","Wagons de marchandises"
"cpv_34621200-8","34621200-8","Véhicules d'entretien ou de service des voies ferrées"
"cpv_34622000-3","34622000-3","Voitures de chemin de fer et de tramway, trolleybus"
"cpv_34622100-4","34622100-4","Voitures de tramway"
"cpv_34622200-5","34622200-5","Voitures de chemin de fer"
"cpv_34622300-6","34622300-6","Trolleybus"
"cpv_34622400-7","34622400-7","Voitures à voyageurs"
"cpv_34622500-8","34622500-8","Fourgons à bagages et fourgons spéciaux"
"cpv_34630000-2","34630000-2","Pièces détachées pour locomotives ou matériel ferroviaire roulant, équipement de commande et de contrôle du trafic ferroviaire"
"cpv_34631000-9","34631000-9","Pièces détachées pour locomotives ou matériel ferroviaire roulant"
"cpv_34631100-0","34631100-0","Roues monobloc"
"cpv_34631200-1","34631200-1","Tampons de choc et barres de traction"
"cpv_34631300-2","34631300-2","Sièges pour matériel ferroviaire roulant"
"cpv_34631400-3","34631400-3","Essieux, pneus et autres pièces détachées pour locomotives ou matériel ferroviaire roulant"
"cpv_34632000-6","34632000-6","Équipement de commande et de contrôle du trafic ferroviaire"
"cpv_34632100-7","34632100-7","Signalisation mécanique"
"cpv_34632200-8","34632200-8","Équipement électrique de signalisation de chemin de fer"
"cpv_34632300-9","34632300-9","Installations électriques de chemin de fer"
"cpv_34640000-5","34640000-5","Éléments automobiles"
"cpv_34700000-4","34700000-4","Aéronefs et spationefs"
"cpv_34710000-7","34710000-7","Hélicoptères, aéronefs, spationefs et autres aéronefs à moteur"
"cpv_34711000-4","34711000-4","Hélicoptères et avions"
"cpv_34711100-5","34711100-5","Avions"
"cpv_34711110-8","34711110-8","Avions à voilure fixe"
"cpv_34711200-6","34711200-6","Aéronefs sans pilote"
"cpv_34711300-7","34711300-7","Aéronefs pilotés"
"cpv_34711400-8","34711400-8","Aéronefs à usage spécifique"
"cpv_34711500-9","34711500-9","Hélicoptères"
"cpv_34712000-1","34712000-1","Spationefs, satellites et dispositifs de lancement"
"cpv_34712100-2","34712100-2","Spationefs"
"cpv_34712200-3","34712200-3","Satellites"
"cpv_34712300-4","34712300-4","Dispositifs de lancement de spationefs"
"cpv_34720000-0","34720000-0","Ballons, dirigeables et autres aéronefs non motorisés"
"cpv_34721000-7","34721000-7","Planeurs"
"cpv_34721100-8","34721100-8","Deltaplane"
"cpv_34722000-4","34722000-4","Ballons et dirigeables"
"cpv_34722100-5","34722100-5","Ballons"
"cpv_34722200-6","34722200-6","Dirigeables"
"cpv_34730000-3","34730000-3","Pièces détachées pour aéronefs, spationefs et hélicoptères"
"cpv_34731000-0","34731000-0","Pièces détachées pour aéronefs"
"cpv_34731100-1","34731100-1","Moteurs d'aéronefs"
"cpv_34731200-2","34731200-2","Turboréacteurs"
"cpv_34731300-3","34731300-3","Turbopropulseurs"
"cpv_34731400-4","34731400-4","Moteurs à réaction"
"cpv_34731500-5","34731500-5","Pièces détachées pour moteurs d'aéronefs"
"cpv_34731600-6","34731600-6","Pièces pour turboréacteurs ou turbopropulseurs"
"cpv_34731700-7","34731700-7","Pièces détachées pour hélicoptères"
"cpv_34731800-8","34731800-8","Pneus pour avions"
"cpv_34740000-6","34740000-6","Équipements, appareils d'entraînement, simulateurs et pièces pour aéronefs et spationefs"
"cpv_34741000-3","34741000-3","Équipement pour aéronefs"
"cpv_34741100-4","34741100-4","Dispositifs de lancement d'aéronefs"
"cpv_34741200-5","34741200-5","Systèmes de catapultage d'aéronefs"
